Name,SC_PSNR
Simulated_V10\041_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\042_OrigSim10Vcomp.jpg,0.3
Simulated_V10\043_OrigSim10Vcomp.jpg,0.175
Simulated_V10\044_OrigSim10Vcomp.jpg,0.425
Simulated_V10\045_OrigSim10Vcomp.jpg,0.3
Simulated_V10\046_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\047_OrigSim10Vcomp.jpg,0.9875
Simulated_V10\048_OrigSim10Vcomp.jpg,0.55
Simulated_V10\049_OrigSim10Vcomp.jpg,0.3
Simulated_V10\050_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\051_OrigSim10Vcomp.jpg,0.425
Simulated_V10\052_OrigSim10Vcomp.jpg,0.8
Simulated_V10\053_OrigSim10Vcomp.jpg,0.425
Simulated_V10\055_OrigSim10Vcomp.jpg,0.55
Simulated_V10\056_OrigSim10Vcomp.jpg,1.6125
Simulated_V10\057_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\058_OrigSim10Vcomp.jpg,0.55
Simulated_V10\059_OrigSim10Vcomp.jpg,0.2375
Simulated_V10\060_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\061_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\062_OrigSim10Vcomp.jpg,0.425
Simulated_V10\063_OrigSim10Vcomp.jpg,0.3
Simulated_V10\064_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\065_OrigSim10Vcomp.jpg,0.7375
Simulated_V10\066_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\067_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\068_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\069_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\070_OrigSim10Vcomp.jpg,0.425
Simulated_V10\071_OrigSim10Vcomp.jpg,0.7375
Simulated_V10\072_OrigSim10Vcomp.jpg,0.3
Simulated_V10\073_OrigSim10Vcomp.jpg,0.8
Simulated_V10\075_OrigSim10Vcomp.jpg,0.55
Simulated_V10\076_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\077_OrigSim10Vcomp.jpg,0.425
Simulated_V10\078_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\079_OrigSim10Vcomp.jpg,0.8
Simulated_V10\080_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\081_OrigSim10Vcomp.jpg,0.425
Simulated_V10\082_OrigSim10Vcomp.jpg,0.425
Simulated_V10\084_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\085_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\087_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\088_OrigSim10Vcomp.jpg,0.425
Simulated_V10\089_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\090_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\091_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\092_OrigSim10Vcomp.jpg,0.675
Simulated_V10\093_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\095_OrigSim10Vcomp.jpg,0.7375
Simulated_V10\096_OrigSim10Vcomp.jpg,0.3
Simulated_V10\097_OrigSim10Vcomp.jpg,0.8
Simulated_V10\099_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\100_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\103_OrigSim10Vcomp.jpg,0.8
Simulated_V10\104_OrigSim10Vcomp.jpg,0.925
Simulated_V10\105_OrigSim10Vcomp.jpg,0.9875
Simulated_V10\106_OrigSim10Vcomp.jpg,0.925
Simulated_V10\107_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\108_OrigSim10Vcomp.jpg,0.7375
Simulated_V10\109_OrigSim10Vcomp.jpg,0.9875
Simulated_V10\110_OrigSim10Vcomp.jpg,1.175
Simulated_V10\113_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\114_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\116_OrigSim10Vcomp.jpg,1.2375
Simulated_V10\117_OrigSim10Vcomp.jpg,1.3625
Simulated_V10\118_OrigSim10Vcomp.jpg,1.55
Simulated_V10\119_OrigSim10Vcomp.jpg,0.425
Simulated_V10\120_OrigSim10Vcomp.jpg,0.425
Simulated_V10\121_OrigSim10Vcomp.jpg,1.2375
Simulated_V10\125_OrigSim10Vcomp.jpg,1.3
Simulated_V10\126_OrigSim10Vcomp.jpg,0.3
Simulated_V10\128_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\130_OrigSim10Vcomp.jpg,1.4875
Simulated_V10\131_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\133_OrigSim10Vcomp.jpg,0.2375
Simulated_V10\134_OrigSim10Vcomp.jpg,0.925
Simulated_V10\135_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\140_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\142_OrigSim10Vcomp.jpg,0.425
Simulated_V10\143_OrigSim10Vcomp.jpg,0.7375
Simulated_V10\144_OrigSim10Vcomp.jpg,1.8
Simulated_V10\145_OrigSim10Vcomp.jpg,0.425
Simulated_V10\146_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\148_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\150_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\152_OrigSim10Vcomp.jpg,0.925
Simulated_V10\153_OrigSim10Vcomp.jpg,0.9875
Simulated_V10\154_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\155_OrigSim10Vcomp.jpg,0.175
Simulated_V10\156_OrigSim10Vcomp.jpg,0.425
Simulated_V10\157_OrigSim10Vcomp.jpg,0.7375
Simulated_V10\158_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\159_OrigSim10Vcomp.jpg,1.05
Simulated_V10\160_OrigSim10Vcomp.jpg,0.675
Simulated_V10\161_OrigSim10Vcomp.jpg,0.8
Simulated_V10\162_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\163_OrigSim10Vcomp.jpg,0.675
Simulated_V10\165_OrigSim10Vcomp.jpg,0.8
Simulated_V10\166_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\167_OrigSim10Vcomp.jpg,0.425
Simulated_V10\168_OrigSim10Vcomp.jpg,0.55
Simulated_V10\169_OrigSim10Vcomp.jpg,0.3
Simulated_V10\170_OrigSim10Vcomp.jpg,0.3
Simulated_V10\171_OrigSim10Vcomp.jpg,0.925
Simulated_V10\172_OrigSim10Vcomp.jpg,1.4875
Simulated_V10\173_OrigSim10Vcomp.jpg,0.2375
Simulated_V10\174_OrigSim10Vcomp.jpg,0.3
Simulated_V10\175_OrigSim10Vcomp.jpg,0.425
Simulated_V10\181_OrigSim10Vcomp.jpg,0.425
Simulated_V10\184_OrigSim10Vcomp.jpg,0.8625
Simulated_V10\185_OrigSim10Vcomp.jpg,0.675
Simulated_V10\188_OrigSim10Vcomp.jpg,0.55
Simulated_V10\193_OrigSim10Vcomp.jpg,0.3
Simulated_V10\195_OrigSim10Vcomp.jpg,0.675
Simulated_V10\196_OrigSim10Vcomp.jpg,0.675
Simulated_V10\198_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\199_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\202_OrigSim10Vcomp.jpg,1.175
Simulated_V10\204_OrigSim10Vcomp.jpg,0.425
Simulated_V10\206_OrigSim10Vcomp.jpg,1.675
Simulated_V10\207_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\208_OrigSim10Vcomp.jpg,0.8
Simulated_V10\209_OrigSim10Vcomp.jpg,0.3
Simulated_V10\210_OrigSim10Vcomp.jpg,0.6125
Simulated_V10\212_OrigSim10Vcomp.jpg,1.05
Simulated_V10\213_OrigSim10Vcomp.jpg,0.2375
Simulated_V10\214_OrigSim10Vcomp.jpg,0.925
Simulated_V10\215_OrigSim10Vcomp.jpg,0.7375
Simulated_V10\216_OrigSim10Vcomp.jpg,0.175
Simulated_V10\218_OrigSim10Vcomp.jpg,0.3625
Simulated_V10\219_OrigSim10Vcomp.jpg,0.3
Simulated_V10\220_OrigSim10Vcomp.jpg,1.7375
Simulated_V10\222_OrigSim10Vcomp.jpg,0.8625
Simulated_V10\223_OrigSim10Vcomp.jpg,0.55
Simulated_V10\224_OrigSim10Vcomp.jpg,0.2375
Simulated_V10\225_OrigSim10Vcomp.jpg,1.6125
Simulated_V10\226_OrigSim10Vcomp.jpg,0.2375
Simulated_V10\227_OrigSim10Vcomp.jpg,0.3
Simulated_V10\228_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\229_OrigSim10Vcomp.jpg,0.175
Simulated_V10\230_OrigSim10Vcomp.jpg,0.425
,
Simulated_V11\025_OrigSim11Vcomp.jpg,0.55
Simulated_V11\026_OrigSim11Vcomp.jpg,0.425
Simulated_V11\027_OrigSim11Vcomp.jpg,0.425
Simulated_V11\028_OrigSim11Vcomp.jpg,0.8625
Simulated_V11\029_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\030_OrigSim11Vcomp.jpg,0.55
Simulated_V11\031_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\034_OrigSim11Vcomp.jpg,0.675
Simulated_V11\039_OrigSim11Vcomp.jpg,0.425
Simulated_V11\040_OrigSim11Vcomp.jpg,0.3
Simulated_V11\041_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\042_OrigSim11Vcomp.jpg,0.3
Simulated_V11\043_OrigSim11Vcomp.jpg,0.175
Simulated_V11\044_OrigSim11Vcomp.jpg,0.3
Simulated_V11\045_OrigSim11Vcomp.jpg,0.2375
Simulated_V11\046_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\047_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\048_OrigSim11Vcomp.jpg,0.425
Simulated_V11\049_OrigSim11Vcomp.jpg,0.3
Simulated_V11\050_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\051_OrigSim11Vcomp.jpg,0.425
Simulated_V11\052_OrigSim11Vcomp.jpg,0.55
Simulated_V11\053_OrigSim11Vcomp.jpg,0.425
Simulated_V11\055_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\056_OrigSim11Vcomp.jpg,0.8
Simulated_V11\057_OrigSim11Vcomp.jpg,0.425
Simulated_V11\058_OrigSim11Vcomp.jpg,0.55
Simulated_V11\059_OrigSim11Vcomp.jpg,0.2375
Simulated_V11\060_OrigSim11Vcomp.jpg,0.425
Simulated_V11\061_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\062_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\063_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\064_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\065_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\066_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\067_OrigSim11Vcomp.jpg,0.425
Simulated_V11\068_OrigSim11Vcomp.jpg,0.425
Simulated_V11\069_OrigSim11Vcomp.jpg,0.425
Simulated_V11\070_OrigSim11Vcomp.jpg,0.425
Simulated_V11\071_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\072_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\073_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\075_OrigSim11Vcomp.jpg,0.3
Simulated_V11\076_OrigSim11Vcomp.jpg,0.425
Simulated_V11\077_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\078_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\079_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\080_OrigSim11Vcomp.jpg,0.425
Simulated_V11\081_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\082_OrigSim11Vcomp.jpg,0.425
Simulated_V11\084_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\085_OrigSim11Vcomp.jpg,0.425
Simulated_V11\087_OrigSim11Vcomp.jpg,0.425
Simulated_V11\088_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\089_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\090_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\091_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\092_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\093_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\095_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\096_OrigSim11Vcomp.jpg,0.3
Simulated_V11\097_OrigSim11Vcomp.jpg,0.55
Simulated_V11\099_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\100_OrigSim11Vcomp.jpg,0.425
Simulated_V11\103_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\104_OrigSim11Vcomp.jpg,0.55
Simulated_V11\105_OrigSim11Vcomp.jpg,0.55
Simulated_V11\106_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\107_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\108_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\109_OrigSim11Vcomp.jpg,0.55
Simulated_V11\110_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\113_OrigSim11Vcomp.jpg,0.425
Simulated_V11\114_OrigSim11Vcomp.jpg,0.3
Simulated_V11\116_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\117_OrigSim11Vcomp.jpg,0.675
Simulated_V11\118_OrigSim11Vcomp.jpg,0.7375
Simulated_V11\119_OrigSim11Vcomp.jpg,0.3
Simulated_V11\120_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\121_OrigSim11Vcomp.jpg,0.7375
Simulated_V11\125_OrigSim11Vcomp.jpg,0.675
Simulated_V11\126_OrigSim11Vcomp.jpg,0.3
Simulated_V11\128_OrigSim11Vcomp.jpg,0.7375
Simulated_V11\130_OrigSim11Vcomp.jpg,0.8
Simulated_V11\131_OrigSim11Vcomp.jpg,0.425
Simulated_V11\133_OrigSim11Vcomp.jpg,0.2375
Simulated_V11\134_OrigSim11Vcomp.jpg,0.55
Simulated_V11\135_OrigSim11Vcomp.jpg,0.55
Simulated_V11\140_OrigSim11Vcomp.jpg,0.425
Simulated_V11\142_OrigSim11Vcomp.jpg,0.3
Simulated_V11\143_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\144_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\145_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\146_OrigSim11Vcomp.jpg,0.7375
Simulated_V11\148_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\150_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\152_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\153_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\154_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\155_OrigSim11Vcomp.jpg,0.175
Simulated_V11\156_OrigSim11Vcomp.jpg,0.2375
Simulated_V11\157_OrigSim11Vcomp.jpg,0.3
Simulated_V11\158_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\159_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\160_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\161_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\162_OrigSim11Vcomp.jpg,0.3
Simulated_V11\163_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\165_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\166_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\167_OrigSim11Vcomp.jpg,0.425
Simulated_V11\168_OrigSim11Vcomp.jpg,0.425
Simulated_V11\169_OrigSim11Vcomp.jpg,0.2375
Simulated_V11\170_OrigSim11Vcomp.jpg,0.3
Simulated_V11\171_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\172_OrigSim11Vcomp.jpg,0.7375
Simulated_V11\173_OrigSim11Vcomp.jpg,0.3
Simulated_V11\174_OrigSim11Vcomp.jpg,0.3
Simulated_V11\175_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\181_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\184_OrigSim11Vcomp.jpg,0.55
Simulated_V11\185_OrigSim11Vcomp.jpg,0.425
Simulated_V11\188_OrigSim11Vcomp.jpg,0.425
Simulated_V11\193_OrigSim11Vcomp.jpg,0.3
Simulated_V11\195_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\196_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\198_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\199_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\202_OrigSim11Vcomp.jpg,0.675
Simulated_V11\204_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\206_OrigSim11Vcomp.jpg,0.7375
Simulated_V11\207_OrigSim11Vcomp.jpg,0.425
Simulated_V11\208_OrigSim11Vcomp.jpg,0.55
Simulated_V11\209_OrigSim11Vcomp.jpg,0.3
Simulated_V11\210_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\212_OrigSim11Vcomp.jpg,0.6125
Simulated_V11\213_OrigSim11Vcomp.jpg,0.3
Simulated_V11\214_OrigSim11Vcomp.jpg,0.55
Simulated_V11\215_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\216_OrigSim11Vcomp.jpg,0.2375
Simulated_V11\218_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\219_OrigSim11Vcomp.jpg,0.3
Simulated_V11\220_OrigSim11Vcomp.jpg,0.8625
Simulated_V11\222_OrigSim11Vcomp.jpg,0.4875
Simulated_V11\223_OrigSim11Vcomp.jpg,0.425
Simulated_V11\224_OrigSim11Vcomp.jpg,0.3
Simulated_V11\225_OrigSim11Vcomp.jpg,0.8
Simulated_V11\226_OrigSim11Vcomp.jpg,0.2375
Simulated_V11\227_OrigSim11Vcomp.jpg,0.3
Simulated_V11\228_OrigSim11Vcomp.jpg,0.3625
Simulated_V11\229_OrigSim11Vcomp.jpg,0.2375
Simulated_V11\230_OrigSim11Vcomp.jpg,0.3
,
Simulated_V12\025_OrigSim12Vcomp.jpg,0.675
Simulated_V12\026_OrigSim12Vcomp.jpg,0.425
Simulated_V12\027_OrigSim12Vcomp.jpg,0.55
Simulated_V12\028_OrigSim12Vcomp.jpg,0.9875
Simulated_V12\029_OrigSim12Vcomp.jpg,0.8625
Simulated_V12\030_OrigSim12Vcomp.jpg,0.925
Simulated_V12\031_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\034_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\039_OrigSim12Vcomp.jpg,0.55
Simulated_V12\040_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\041_OrigSim12Vcomp.jpg,0.425
Simulated_V12\042_OrigSim12Vcomp.jpg,0.3
Simulated_V12\043_OrigSim12Vcomp.jpg,0.175
Simulated_V12\044_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\045_OrigSim12Vcomp.jpg,0.3
Simulated_V12\046_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\047_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\048_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\049_OrigSim12Vcomp.jpg,0.3
Simulated_V12\050_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\051_OrigSim12Vcomp.jpg,0.55
Simulated_V12\052_OrigSim12Vcomp.jpg,0.55
Simulated_V12\053_OrigSim12Vcomp.jpg,0.425
Simulated_V12\055_OrigSim12Vcomp.jpg,0.55
Simulated_V12\056_OrigSim12Vcomp.jpg,0.9875
Simulated_V12\057_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\058_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\059_OrigSim12Vcomp.jpg,0.2375
Simulated_V12\060_OrigSim12Vcomp.jpg,0.55
Simulated_V12\061_OrigSim12Vcomp.jpg,0.55
Simulated_V12\062_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\063_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\064_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\065_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\066_OrigSim12Vcomp.jpg,0.55
Simulated_V12\067_OrigSim12Vcomp.jpg,0.425
Simulated_V12\068_OrigSim12Vcomp.jpg,0.425
Simulated_V12\069_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\070_OrigSim12Vcomp.jpg,0.425
Simulated_V12\071_OrigSim12Vcomp.jpg,0.55
Simulated_V12\072_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\073_OrigSim12Vcomp.jpg,1.05
Simulated_V12\075_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\076_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\077_OrigSim12Vcomp.jpg,0.55
Simulated_V12\078_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\079_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\080_OrigSim12Vcomp.jpg,0.425
Simulated_V12\081_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\082_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\084_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\085_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\087_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\088_OrigSim12Vcomp.jpg,0.425
Simulated_V12\089_OrigSim12Vcomp.jpg,0.55
Simulated_V12\090_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\091_OrigSim12Vcomp.jpg,0.425
Simulated_V12\092_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\093_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\095_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\096_OrigSim12Vcomp.jpg,0.3
Simulated_V12\097_OrigSim12Vcomp.jpg,0.55
Simulated_V12\099_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\100_OrigSim12Vcomp.jpg,0.425
Simulated_V12\103_OrigSim12Vcomp.jpg,0.55
Simulated_V12\104_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\105_OrigSim12Vcomp.jpg,0.55
Simulated_V12\106_OrigSim12Vcomp.jpg,0.55
Simulated_V12\107_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\108_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\109_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\110_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\113_OrigSim12Vcomp.jpg,0.425
Simulated_V12\114_OrigSim12Vcomp.jpg,0.3
Simulated_V12\116_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\117_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\118_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\119_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\120_OrigSim12Vcomp.jpg,0.425
Simulated_V12\121_OrigSim12Vcomp.jpg,0.925
Simulated_V12\125_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\126_OrigSim12Vcomp.jpg,0.3
Simulated_V12\128_OrigSim12Vcomp.jpg,0.675
Simulated_V12\130_OrigSim12Vcomp.jpg,0.8
Simulated_V12\131_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\133_OrigSim12Vcomp.jpg,0.3
Simulated_V12\134_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\135_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\140_OrigSim12Vcomp.jpg,0.425
Simulated_V12\142_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\143_OrigSim12Vcomp.jpg,0.55
Simulated_V12\144_OrigSim12Vcomp.jpg,1.4875
Simulated_V12\145_OrigSim12Vcomp.jpg,0.425
Simulated_V12\146_OrigSim12Vcomp.jpg,0.8625
Simulated_V12\148_OrigSim12Vcomp.jpg,2.175
Simulated_V12\150_OrigSim12Vcomp.jpg,0.425
Simulated_V12\152_OrigSim12Vcomp.jpg,0.925
Simulated_V12\153_OrigSim12Vcomp.jpg,0.925
Simulated_V12\154_OrigSim12Vcomp.jpg,0.425
Simulated_V12\155_OrigSim12Vcomp.jpg,0.175
Simulated_V12\156_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\157_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\158_OrigSim12Vcomp.jpg,0.425
Simulated_V12\159_OrigSim12Vcomp.jpg,1.8625
Simulated_V12\160_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\161_OrigSim12Vcomp.jpg,0.925
Simulated_V12\162_OrigSim12Vcomp.jpg,0.3
Simulated_V12\163_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\165_OrigSim12Vcomp.jpg,0.8
Simulated_V12\166_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\167_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\168_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\169_OrigSim12Vcomp.jpg,0.3
Simulated_V12\170_OrigSim12Vcomp.jpg,0.3
Simulated_V12\171_OrigSim12Vcomp.jpg,0.55
Simulated_V12\172_OrigSim12Vcomp.jpg,0.8
Simulated_V12\173_OrigSim12Vcomp.jpg,0.3
Simulated_V12\174_OrigSim12Vcomp.jpg,0.3
Simulated_V12\175_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\181_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\184_OrigSim12Vcomp.jpg,0.55
Simulated_V12\185_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\188_OrigSim12Vcomp.jpg,0.425
Simulated_V12\193_OrigSim12Vcomp.jpg,0.3
Simulated_V12\195_OrigSim12Vcomp.jpg,0.425
Simulated_V12\196_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\198_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\199_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\202_OrigSim12Vcomp.jpg,0.675
Simulated_V12\204_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\206_OrigSim12Vcomp.jpg,0.7375
Simulated_V12\207_OrigSim12Vcomp.jpg,0.425
Simulated_V12\208_OrigSim12Vcomp.jpg,0.55
Simulated_V12\209_OrigSim12Vcomp.jpg,0.3
Simulated_V12\210_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\212_OrigSim12Vcomp.jpg,0.6125
Simulated_V12\213_OrigSim12Vcomp.jpg,0.3
Simulated_V12\214_OrigSim12Vcomp.jpg,0.55
Simulated_V12\215_OrigSim12Vcomp.jpg,0.4875
Simulated_V12\216_OrigSim12Vcomp.jpg,0.3
Simulated_V12\218_OrigSim12Vcomp.jpg,0.3
Simulated_V12\219_OrigSim12Vcomp.jpg,0.2375
Simulated_V12\220_OrigSim12Vcomp.jpg,0.925
Simulated_V12\222_OrigSim12Vcomp.jpg,0.55
Simulated_V12\223_OrigSim12Vcomp.jpg,0.425
Simulated_V12\224_OrigSim12Vcomp.jpg,0.3
Simulated_V12\225_OrigSim12Vcomp.jpg,0.8625
Simulated_V12\226_OrigSim12Vcomp.jpg,0.3
Simulated_V12\227_OrigSim12Vcomp.jpg,0.3625
Simulated_V12\228_OrigSim12Vcomp.jpg,0.3
Simulated_V12\229_OrigSim12Vcomp.jpg,0.2375
Simulated_V12\230_OrigSim12Vcomp.jpg,0.3
,
Simulated_V13\373_OrigSim13Vcomp.jpg,1.2375
Simulated_V13\374_OrigSim13Vcomp.jpg,0.3625
Simulated_V13\375_OrigSim13Vcomp.jpg,0.675
,
,
,
Simulated_V13\379_OrigSim13Vcomp.jpg,0.3625
Simulated_V13\380_OrigSim13Vcomp.jpg,1.2375
Simulated_V13\381_OrigSim13Vcomp.jpg,0.6125
,
Simulated_V13\383_OrigSim13Vcomp.jpg,0.925
Simulated_V13\384_OrigSim13Vcomp.jpg,0.4875
Simulated_V13\385_OrigSim13Vcomp.jpg,0.675
Simulated_V13\386_OrigSim13Vcomp.jpg,0.925
Simulated_V13\387_OrigSim13Vcomp.jpg,0.9875
Simulated_V13\388_OrigSim13Vcomp.jpg,0.675
